ID,Customer,LoanAmount,InterestRate,Term,Type,Year,Month,PaymentNum,MonthlyRate,Interest,MonthlyPayment,PrincipalPayment,ActualAmount,RemainingBalance
000001,Michael J Smith,300000,6.25,15,F,2026,8,20,0.0052083333333333333333333333,1457.7498289118752825808500109,2572.2685995005022519710512708,1114.5187705886269693902012599,2572.2685995005022519710512708,278773.44838049142728613300262
000001,Michael J Smith,300000,6.25,15,F,2026,9,21,0.0052083333333333333333333333,1451.9450436483928504486093794,2572.2685995005022519710512708,1120.3235558521094015224418914,2572.2685995005022519710512708,277653.12482463931788461056073
000001,Michael J Smith,300000,6.25,15,F,2026,10,22,0.0052083333333333333333333333,1446.1100251283297806490133279,2572.2685995005022519710512708,1126.1585743721724713220379429,2572.2685995005022519710512708,276526.96625026714541328852279
000001,Michael J Smith,300000,6.25,15,F,2026,11,23,0.0052083333333333333333333333,1440.2446158868080490275443803,2572.2685995005022519710512708,1132.0239836136942029435068905,2572.2685995005022519710512708,275394.94226665345121034501590
000001,Michael J Smith,300000,6.25,15,F,2026,12,24,0.0052083333333333333333333333,1434.3486576388200583872136153,2572.2685995005022519710512708,1137.9199418616821935838376555,2572.2685995005022519710512708,274257.02232479176901676117824
000001,Michael J Smith,300000,6.25,15,F,2027,1,25,0.0052083333333333333333333333,1428.4219912749571302956311275,2572.2685995005022519710512708,1143.8466082255451216754201433,2572.2685995005022519710512708,273113.17571656622389508575810
000001,Michael J Smith,300000,6.25,15,F,2027,2,26,0.0052083333333333333333333333,1422.4644568571157494535716477,2572.2685995005022519710512708,1149.8041426433865025174796231,2572.2685995005022519710512708,271963.37157392283739256827848
000001,Michael J Smith,300000,6.25,15,F,2027,3,27,0.0052083333333333333333333333,1416.4758936141814447529597747,2572.2685995005022519710512708,1155.7927058863208072180914961,2572.2685995005022519710512708,270807.57886803651658535018698
000001,Michael J Smith,300000,6.25,15,F,2027,4,28,0.0052083333333333333333333333,1410.4561399376901905486988815,2572.2685995005022519710512708,1161.8124595628120614223523893,2572.2685995005022519710512708,269645.76640847370452392783459
000001,Michael J Smith,300000,6.25,15,F,2027,5,29,0.0052083333333333333333333333,1404.4050333774672110621241295,2572.2685995005022519710512708,1167.8635661230350409089271413,2572.2685995005022519710512708,268477.90284235066948301890745
000001,Michael J Smith,300000,6.25,15,F,2027,6,30,0.0052083333333333333333333333,1398.3224106372430702240568007,2572.2685995005022519710512708,1173.9461888632591817469944701,2572.2685995005022519710512708,267303.95665348741030127191298
000001,Michael J Smith,300000,6.25,15,F,2027,7,31,0.0052083333333333333333333333,1392.2081075702469286524578712,2572.2685995005022519710512708,1180.0604919302553233185933996,2572.2685995005022519710512708,266123.89616155715497795331958
000001,Michael J Smith,300000,6.25,15,F,2027,8,32,0.0052083333333333333333333333,1386.0619591747768488435068639,2572.2685995005022519710512708,1186.2066403257254031275444069,2572.2685995005022519710512708,264937.68952123142957482577517
000001,Michael J Smith,300000,6.25,15,F,2027,9,33,0.0052083333333333333333333333,1379.8837995897470290355509035,2572.2685995005022519710512708,1192.3847999107552229355003673,2572.2685995005022519710512708,263745.30472132067435189027480
000001,Michael J Smith,300000,6.25,15,F,2027,10,34,0.0052083333333333333333333333,1373.6734620902118455827618391,2572.2685995005022519710512708,1198.5951374102904063882894317,2572.2685995005022519710512708,262546.70958391038394550198537
000001,Michael J Smith,300000,6.25,15,F,2027,11,35,0.0052083333333333333333333333,1367.4307790828665830494894984,2572.2685995005022519710512708,1204.8378204176356689215617724,2572.2685995005022519710512708,261341.87176349274827658042360
000001,Michael J Smith,300000,6.25,15,F,2027,12,36,0.0052083333333333333333333333,1361.1555821015247306071896975,2572.2685995005022519710512708,1211.1130173989775213638615733,2572.2685995005022519710512708,260130.75874609377075521656203
000001,Michael J Smith,300000,6.25,15,F,2028,1,37,0.0052083333333333333333333333,1354.8477018025717226834195852,2572.2685995005022519710512708,1217.4208976979305292876316856,2572.2685995005022519710512708,258913.33784839584022592893034
000001,Michael J Smith,300000,6.25,15,F,2028,2,38,0.0052083333333333333333333333,1348.5069679603950011767131702,2572.2685995005022519710512708,1223.7616315401072507943381006,2572.2685995005022519710512708,257689.57621685573297513459224
000001,Michael J Smith,300000,6.25,15,F,2028,3,39,0.0052083333333333333333333333,1342.1332094627902759121593260,2572.2685995005022519710512708,1230.1353900377119760588919448,2572.2685995005022519710512708,256459.44082681802099907570030
000001,Michael J Smith,300000,6.25,15,F,2028,4,40,0.0052083333333333333333333333,1335.7262543063438593701859305,2572.2685995005022519710512708,1236.5423451941583926008653403,2572.2685995005022519710512708,255222.89848162386260647483496
000001,Michael J Smith,300000,6.25,15,F,2028,5,41,0.0052083333333333333333333333,1329.2859295917909510753897569,2572.2685995005022519710512708,1242.9826699087113008956615139,2572.2685995005022519710512708,253979.91581171515130557917345
000001,Michael J Smith,300000,6.25,15,F,2028,6,42,0.0052083333333333333333333333,1322.8120615193497463832248533,2572.2685995005022519710512708,1249.4565379811525055878264175,2572.2685995005022519710512708,252730.45927373399879999134703
000001,Michael J Smith,300000,6.25,15,F,2028,7,43,0.0052083333333333333333333333,1316.3044753840312437499549240,2572.2685995005022519710512708,1255.9641241164710082210963468,2572.2685995005022519710512708,251474.49514961752779177025068
000001,Michael J Smith,300000,6.25,15,F,2028,8,44,0.0052083333333333333333333333,1309.7629955709246239154700472,2572.2685995005022519710512708,1262.5056039295776280555812236,2572.2685995005022519710512708,250211.98954568795016371466946
000001,Michael J Smith,300000,6.25,15,F,2028,9,45,0.0052083333333333333333333333,1303.1874455504580737693472284,2572.2685995005022519710512708,1269.0811539500441782017040424,2572.2685995005022519710512708,248942.90839173790598551296542
000001,Michael J Smith,300000,6.25,15,F,2028,10,46,0.0052083333333333333333333333,1296.5776478736349270078800199,2572.2685995005022519710512708,1275.6909516268673249631712509,2572.2685995005022519710512708,247667.21744011103866054979417
000001,Michael J Smith,300000,6.25,15,F,2028,11,47,0.0052083333333333333333333333,1289.9334241672449930236968364,2572.2685995005022519710512708,1282.3351753332572589473544344,2572.2685995005022519710512708,246384.88226477778140160243974
000001,Michael J Smith,300000,6.25,15,F,2028,12,48,0.0052083333333333333333333333,1283.2545951290509448000126988,2572.2685995005022519710512708,1289.0140043714513071710385720,2572.2685995005022519710512708,245095.86826040633009443140117
000001,Michael J Smith,300000,6.25,15,F,2029,1,49,0.0052083333333333333333333333,1276.5409805229496359084968729,2572.2685995005022519710512708,1295.7276189775526160625543979,2572.2685995005022519710512708,243800.14064142877747836884677
000001,Michael J Smith,300000,6.25,15,F,2029,2,50,0.0052083333333333333333333333,1269.7923991741082160331710688,2572.2685995005022519710512708,1302.4762003263940359378802020,2572.2685995005022519710512708,242497.66444110238344243096657
000001,Michael J Smith,300000,6.25,15,F,2029,3,51,0.0052083333333333333333333333,1263.0086689640749137626612761,2572.2685995005022519710512708,1309.2599305364273382083899947,2572.2685995005022519710512708,241188.40451056595610422257658
000001,Michael J Smith,300000,6.25,15,F,2029,4,52,0.0052083333333333333333333333,1256.1896068258643547094925783,2572.2685995005022519710512708,1316.0789926746378972615586925,2572.2685995005022519710512708,239872.32551789131820696101789
000001,Michael J Smith,300000,6.25,15,F,2029,5,53,0.0052083333333333333333333333,1249.3350287390172823279219602,2572.2685995005022519710512708,1322.9335707614849696431293106,2572.2685995005022519710512708,238549.39194712983323731788858
000001,Michael J Smith,300000,6.25,15,F,2029,6,54,0.0052083333333333333333333333,1242.4447497246345481110306617,2572.2685995005022519710512708,1329.8238497758677038600206091,2572.2685995005022519710512708,237219.56809735396553345786797
000001,Michael J Smith,300000,6.25,15,F,2029,7,55,0.0052083333333333333333333333,1235.5185838403852371534263878,2572.2685995005022519710512708,1336.7500156601170148176248830,2572.2685995005022519710512708,235882.81808169384851864024309
000001,Michael J Smith,300000,6.25,15,F,2029,8,56,0.0052083333333333333333333333,1228.5563441754887943679179249,2572.2685995005022519710512708,1343.7122553250134576031333459,2572.2685995005022519710512708,234539.10582636883506103710974
000001,Michael J Smith,300000,6.25,15,F,2029,9,57,0.0052083333333333333333333333,1221.5578428456710159429016054,2572.2685995005022519710512708,1350.7107566548312360281496654,2572.2685995005022519710512708,233188.39506971400382500896007
000001,Michael J Smith,300000,6.25,15,F,2029,10,58,0.0052083333333333333333333333,1214.5228909880937699219216593,2572.2685995005022519710512708,1357.7457085124084820491296115,2572.2685995005022519710512708,231830.64936120159534295983046
000001,Michael J Smith,300000,6.25,15,F,2029,11,59,0.0052083333333333333333333333,1207.4512987562583090779157759,2572.2685995005022519710512708,1364.8173007442439428931354949,2572.2685995005022519710512708,230465.83206045735140006669497
000001,Michael J Smith,300000,6.25,15,F,2029,12,60,0.0052083333333333333333333333,1200.3428753148820385420140286,2572.2685995005022519710512708,1371.9257241856202134290372422,2572.2685995005022519710512708,229093.90633627173118663765773
000001,Michael J Smith,300000,6.25,15,F,2030,1,61,0.0052083333333333333333333333,1193.1974288347485999304044597,2572.2685995005022519710512708,1379.0711706657536520406468111,2572.2685995005022519710512708,227714.83516560597753459701092
000001,Michael J Smith,300000,6.25,15,F,2030,2,62,0.0052083333333333333333333333,1186.0147664875311329926927576,2572.2685995005022519710512708,1386.2538330129711189783585132,2572.2685995005022519710512708,226328.58133259300641561865241
000001,Michael J Smith,300000,6.25,15,F,2030,3,63,0.0052083333333333333333333333,1178.7946944405885750813471404,2572.2685995005022519710512708,1393.4739050599136768897041304,2572.2685995005022519710512708,224935.10742753309273872894828
000001,Michael J Smith,300000,6.25,15,F,2030,4,64,0.0052083333333333333333333333,1171.5370178517348580142132648,2572.2685995005022519710512708,1400.7315816487673939568380060,2572.2685995005022519710512708,223534.37584588432534477211027
000001,Michael J Smith,300000,6.25,15,F,2030,5,65,0.0052083333333333333333333333,1164.2415408639808611706880669,2572.2685995005022519710512708,1408.0270586365213908003632039,2572.2685995005022519710512708,222126.34878724780395397174707
000001,Michael J Smith,300000,6.25,15,F,2030,6,66,0.0052083333333333333333333333,1156.9080666002489789269361753,2572.2685995005022519710512708,1415.3605329002532730441150955,2572.2685995005022519710512708,220710.98825434755068092763197
000001,Michael J Smith,300000,6.25,15,F,2030,7,67,0.0052083333333333333333333333,1149.5363971580601597964980758,2572.2685995005022519710512708,1422.7322023424420921745531950,2572.2685995005022519710512708,219288.25605200510858875307878
000001,Michael J Smith,300000,6.25,15,F,2030,8,68,0.0052083333333333333333333333,1142.1263336041932738997556113,2572.2685995005022519710512708,1430.1422658963089780712956595,2572.2685995005022519710512708,217858.11378610879961068178312
000001,Michael J Smith,300000,6.25,15,F,2030,9,69,0.0052083333333333333333333333,1134.6776759693166646389676132,2572.2685995005022519710512708,1437.5909235311855873320836576,2572.2685995005022519710512708,216420.52286257761402334969946
000001,Michael J Smith,300000,6.25,15,F,2030,10,70,0.0052083333333333333333333333,1127.1902232425917397049463441,2572.2685995005022519710512708,1445.0783762579105122661049267,2572.2685995005022519710512708,214975.44448631970351108359453
000001,Michael J Smith,300000,6.25,15,F,2030,11,71,0.0052083333333333333333333333,1119.6637733662484557868937143,2572.2685995005022519710512708,1452.6048261342537961841575565,2572.2685995005022519710512708,213522.83966018544971489943697
000001,Michael J Smith,300000,6.25,15,F,2030,12,72,0.0052083333333333333333333333,1112.0981232301325505984345604,2572.2685995005022519710512708,1460.1704762703697013726167104,2572.2685995005022519710512708,212062.66918391508001352682026
000001,Michael J Smith,300000,6.25,15,F,2031,1,73,0.0052083333333333333333333333,1104.4930686662243750704521818,2572.2685995005022519710512708,1467.7755308342778769005990890,2572.2685995005022519710512708,210594.89365308080213662622117
000001,Michael J Smith,300000,6.25,15,F,2031,2,74,0.0052083333333333333333333333,1096.8484044431291777949282282,2572.2685995005022519710512708,1475.4201950573730741761230426,2572.2685995005022519710512708,209119.47345802342906245009813
000001,Michael J Smith,300000,6.25,15,F,2031,3,75,0.0052083333333333333333333333,1089.1639242605386930335942541,2572.2685995005022519710512708,1483.1046752399635589374570167,2572.2685995005022519710512708,207636.36878278346550351264111
000001,Michael J Smith,300000,6.25,15,F,2031,4,76,0.0052083333333333333333333333,1081.4394207436638828307949989,2572.2685995005022519710512708,1490.8291787568383691402562719,2572.2685995005022519710512708,206145.53960402662713437238484
000001,Michael J Smith,300000,6.25,15,F,2031,5,77,0.0052083333333333333333333333,1073.6746854376386829915228308,2572.2685995005022519710512708,1498.5939140628635689795284400,2572.2685995005022519710512708,204646.94568996376356539285640
000001,Michael J Smith,300000,6.25,15,F,2031,6,78,0.0052083333333333333333333333,1065.8695088018946019030877869,2572.2685995005022519710512708,1506.3990906986076500679634839,2572.2685995005022519710512708,203140.54659926515591532489292
000001,Michael J Smith,300000,6.25,15,F,2031,7,79,0.0052083333333333333333333333,1058.0236802045060203923171439,2572.2685995005022519710512708,1514.2449192959962315787341269,2572.2685995005022519710512708,201626.30167996915968374615879
000001,Michael J Smith,300000,6.25,15,F,2031,8,80,0.0052083333333333333333333333,1050.1369879165060400195112370,2572.2685995005022519710512708,1522.1316115839962119515400338,2572.2685995005022519710512708,200104.17006838516347179461876
000001,Michael J Smith,300000,6.25,15,F,2031,9,81,0.0052083333333333333333333333,1042.2092191061727264155969660,2572.2685995005022519710512708,1530.0593803943295255554543048,2572.2685995005022519710512708,198574.11068799083394623916446
000001,Michael J Smith,300000,6.25,15,F,2031,10,82,0.0052083333333333333333333333,1034.2401598332855934699956416,2572.2685995005022519710512708,1538.0284396672166585010556292,2572.2685995005022519710512708,197036.08224832361728773810883
000001,Michael J Smith,300000,6.25,15,F,2031,11,83,0.0052083333333333333333333333,1026.2295950433521733736359769,2572.2685995005022519710512708,1546.0390044571500785974152939,2572.2685995005022519710512708,195490.04324386646720914069354
000001,Michael J Smith,300000,6.25,15,F,2031,12,84,0.0052083333333333333333333333,1018.1773085618045167142744390,2572.2685995005022519710512708,1554.0912909386977352567768318,2572.2685995005022519710512708,193935.95195292776947388391671
000001,Michael J Smith,300000,6.25,15,F,2032,1,85,0.0052083333333333333333333333,1010.0830830881654660098120597,2572.2685995005022519710512708,1562.1855164123367859612392111,2572.2685995005022519710512708,192373.76643651543268792267750
000001,Michael J Smith,300000,6.25,15,F,2032,2,86,0.0052083333333333333333333333,1001.9467001901845452495972722,2572.2685995005022519710512708,1570.3218993103177067214539986,2572.2685995005022519710512708,190803.44453720511498120122350
000001,Michael J Smith,300000,6.25,15,F,2032,3,87,0.0052083333333333333333333333,993.7679402979433071937563660,2572.2685995005022519710512708,1578.5006592025589447772949048,2572.2685995005022519710512708,189224.94387800255603642392860
000001,Michael J Smith,300000,6.25,15,F,2032,4,88,0.0052083333333333333333333333,985.5465826979299793563746218,2572.2685995005022519710512708,1586.7220168025722726146766490,2572.2685995005022519710512708,187638.22186119998376380925195
000001,Michael J Smith,300000,6.25,15,F,2032,5,89,0.0052083333333333333333333333,977.2824055270832487698398477,2572.2685995005022519710512708,1594.9861939734190032012114231,2572.2685995005022519710512708,186043.23566722656476060804053
000001,Michael J Smith,300000,6.25,15,F,2032,6,90,0.0052083333333333333333333333,968.9751857668050247948335382,2572.2685995005022519710512708,1603.2934137336972271762177326,2572.2685995005022519710512708,184439.94225349286753343182280
000001,Michael J Smith,300000,6.25,15,F,2032,7,91,0.0052083333333333333333333333,960.6246992369420184032907376,2572.2685995005022519710512708,1611.6439002635602335677605332,2572.2685995005022519710512708,182828.29835322930729986406227
000001,Michael J Smith,300000,6.25,15,F,2032,8,92,0.0052083333333333333333333333,952.2307205897359755201253182,2572.2685995005022519710512708,1620.0378789107662764509259526,2572.2685995005022519710512708,181208.26047431854102341313632
000001,Michael J Smith,300000,6.25,15,F,2032,9,93,0.0052083333333333333333333333,943.7930233037424011636100790,2572.2685995005022519710512708,1628.4755761967598508074411918,2572.2685995005022519710512708,179579.78489812178117260569513
000001,Michael J Smith,300000,6.25,15,F,2032,10,94,0.0052083333333333333333333333,935.3113796777176102739879895,2572.2685995005022519710512708,1636.9572198227846416970632813,2572.2685995005022519710512708,177942.82767829899653090863185
000001,Michael J Smith,300000,6.25,15,F,2032,11,95,0.0052083333333333333333333333,926.7855608244739402651491183,2572.2685995005022519710512708,1645.4830386760283117059021525,2572.2685995005022519710512708,176297.34463962296821920272970
000001,Michael J Smith,300000,6.25,15,F,2032,12,96,0.0052083333333333333333333333,918.2153366647029594750142113,2572.2685995005022519710512708,1654.0532628357992924960370595,2572.2685995005022519710512708,174643.29137678716892670669264
000001,Michael J Smith,300000,6.25,15,F,2033,1,97,0.0052083333333333333333333333,909.6004759207665048265973517,2572.2685995005022519710512708,1662.6681235797357471444539191,2572.2685995005022519710512708,172980.62325320743317956223872
000001,Michael J Smith,300000,6.25,15,F,2033,2,98,0.0052083333333333333333333333,900.9407461104553811435533209,2572.2685995005022519710512708,1671.3278533900468708274979499,2572.2685995005022519710512708,171309.29539981738630873474077
000001,Michael J Smith,300000,6.25,15,F,2033,3,99,0.0052083333333333333333333333,892.2359135407155536913267691,2572.2685995005022519710512708,1680.0326859597866982797245017,2572.2685995005022519710512708,169629.26271385759961045501627
000001,Michael J Smith,300000,6.25,15,F,2033,4,100,0.0052083333333333333333333333,883.4857433013416646377865374,2572.2685995005022519710512708,1688.7828561991605873332647334,2572.2685995005022519710512708,167940.47985765843902312175154
000001,Michael J Smith,300000,6.25,15,F,2033,5,101,0.0052083333333333333333333333,874.6899992586377032454257837,2572.2685995005022519710512708,1697.5786002418645487256254871,2572.2685995005022519710512708,166242.90125741657447439612605
000001,Michael J Smith,300000,6.25,15,F,2033,6,102,0.0052083333333333333333333333,865.8484440490446587208131510,2572.2685995005022519710512708,1706.4201554514575932502381198,2572.2685995005022519710512708,164536.48110196511688114588793
000001,Michael J Smith,300000,6.25,15,F,2033,7,103,0.0052083333333333333333333333,856.9608390727349837559681608,2572.2685995005022519710512708,1715.3077604277672682150831100,2572.2685995005022519710512708,162821.17334153734961293080482
000001,Michael J Smith,300000,6.25,15,F,2033,8,104,0.0052083333333333333333333333,848.0269444871736959006812697,2572.2685995005022519710512708,1724.2416550133285560703700011,2572.2685995005022519710512708,161096.93168652402105686043482
000001,Michael J Smith,300000,6.25,15,F,2033,9,105,0.0052083333333333333333333333,839.0465192006459430044814260,2572.2685995005022519710512708,1733.2220802998563089665698448,2572.2685995005022519710512708,159363.70960622416474789386498
000001,Michael J Smith,300000,6.25,15,F,2033,10,106,0.0052083333333333333333333333,830.0193208657508580619472081,2572.2685995005022519710512708,1742.2492786347513939091040627,2572.2685995005022519710512708,157621.46032758941335398476092
000001,Michael J Smith,300000,6.25,15,F,2033,11,107,0.0052083333333333333333333333,820.9451058728615278853372912,2572.2685995005022519710512708,1751.3234936276407240857139796,2572.2685995005022519710512708,155870.13683396177262989904694
000001,Michael J Smith,300000,6.25,15,F,2033,12,108,0.0052083333333333333333333333,811.8236293435508991140575310,2572.2685995005022519710512708,1760.4449701569513528569937398,2572.2685995005022519710512708,154109.69186380482127704205320
000001,Michael J Smith,300000,6.25,15,F,2034,1,109,0.0052083333333333333333333333,802.6546451239834441512606886,2572.2685995005022519710512708,1769.6139543765188078197905822,2572.2685995005022519710512708,152340.07790942830246922226262
000001,Michael J Smith,300000,6.25,15,F,2034,2,110,0.0052083333333333333333333333,793.4379057782724086938659461,2572.2685995005022519710512708,1778.8306937222298432771853247,2572.2685995005022519710512708,150561.24721570607262594507730
000001,Michael J Smith,300000,6.25,15,F,2034,3,111,0.0052083333333333333333333333,784.17316258180246159346393925,2572.2685995005022519710512708,1788.0954369186997903775873316,2572.2685995005022519710512708,148773.15177878737283556748997
000001,Michael J Smith,300000,6.25,15,F,2034,4,112,0.0052083333333333333333333333,774.86016551451756685191400530,2572.2685995005022519710512708,1797.4084339859846851191372655,2572.2685995005022519710512708,146975.74334480138815044835270
000001,Michael J Smith,300000,6.25,15,F,2034,5,113,0.0052083333333333333333333333,765.49866325417389661691849875,2572.2685995005022519710512708,1806.7699362463283553541327720,2572.2685995005022519710512708,145168.97340855505979509421993
000001,Michael J Smith,300000,6.25,15,F,2034,6,114,0.0052083333333333333333333333,756.08840316955760309944905730,2572.2685995005022519710512708,1816.1801963309446488716022135,2572.2685995005022519710512708,143352.79321222411514622261772
000001,Michael J Smith,300000,6.25,15,F,2034,7,115,0.0052083333333333333333333333,746.62913131366726638657612918,2572.2685995005022519710512708,1825.6394681868349855844751416,2572.2685995005022519710512708,141527.15374403728016063814258
000001,Michael J Smith,300000,6.25,15,F,2034,8,116,0.0052083333333333333333333333,737.12059241686083416999032122,2572.2685995005022519710512708,1835.1480070836414178010609496,2572.2685995005022519710512708,139692.00573695363874283708163
000001,Michael J Smith,300000,6.25,15,F,2034,9,117,0.0052083333333333333333333333,727.56252987996686845227646217,2572.2685995005022519710512708,1844.7060696205353835187748086,2572.2685995005022519710512708,137847.29966733310335931830682
000001,Michael J Smith,300000,6.25,15,F,2034,10,118,0.0052083333333333333333333333,717.95468576735991332978284343,2572.2685995005022519710512708,1854.3139137331423386412684274,2572.2685995005022519710512708,135992.98575359996102067703839
000001,Michael J Smith,300000,6.25,15,F,2034,11,119,0.0052083333333333333333333333,708.29680079999979698269290375,2572.2685995005022519710512708,1863.9717987005024549883583670,2572.2685995005022519710512708,134129.01395489945856568868002
000001,Michael J Smith,300000,6.25,15,F,2034,12,120,0.0052083333333333333333333333,698.58861434843468002962853730,2572.2685995005022519710512708,1873.6799851520675719414227335,2572.2685995005022519710512708,132255.33396974739099374725729
000001,Michael J Smith,300000,6.25,15,F,2035,1,121,0.0052083333333333333333333333,688.82986442576766142576696064,2572.2685995005022519710512708,1883.4387350747345905452843102,2572.2685995005022519710512708,130371.89523467265640320197298
000001,Michael J Smith,300000,6.25,15,F,2035,2,122,0.0052083333333333333333333333,679.02028768058675210001027159,2572.2685995005022519710512708,1893.2483118199154998710409992,2572.2685995005022519710512708,128478.64692285274090333093198
000001,Michael J Smith,300000,6.25,15,F,2035,3,123,0.0052083333333333333333333333,669.15961938985802553818193311,2572.2685995005022519710512708,1903.1089801106442264328693377,2572.2685995005022519710512708,126575.53794274209667689806264
000001,Michael J Smith,300000,6.25,15,F,2035,4,124,0.0052083333333333333333333333,659.24759345178175352551073870,2572.2685995005022519710512708,1913.0210060487204984455405321,2572.2685995005022519710512708,124662.51693669337617845252211
000001,Michael J Smith,300000,6.25,15,F,2035,5,125,0.0052083333333333333333333333,649.28394237861133426277354850,2572.2685995005022519710512708,1922.9846571218909177082777223,2572.2685995005022519710512708,122739.53227957148526074424439
000001,Michael J Smith,300000,6.25,15,F,2035,6,126,0.0052083333333333333333333333,639.26839728943481906637626877,2572.2685995005022519710512708,1933.0002022110674329046750020,2572.2685995005022519710512708,120806.53207736041782783956939
000001,Michael J Smith,300000,6.25,15,F,2035,7,127,0.0052083333333333333333333333,629.20068790291884285333108655,2572.2685995005022519710512708,1943.0679115975834091177201842,2572.2685995005022519710512708,118863.46416576283441872184921
000001,Michael J Smith,300000,6.25,15,F,2035,8,128,0.0052083333333333333333333333,619.08054253001476259750962734,2572.2685995005022519710512708,1953.1880569704874893735416435,2572.2685995005022519710512708,116910.27610879234692934830757
000001,Michael J Smith,300000,6.25,15,F,2035,9,129,0.0052083333333333333333333333,608.90768806662680692368909803,2572.2685995005022519710512708,1963.3609114338754450473621728,2572.2685995005022519710512708,114946.91519735847148430094540
000001,Michael J Smith,300000,6.25,15,F,2035,10,130,0.0052083333333333333333333333,598.68184998624203898073408679,2572.2685995005022519710512708,1973.5867495142602129903171840,2572.2685995005022519710512708,112973.32844784421127131062822
